id,original_title,original_language,genres,budget,revenue,runtime,release_date,production_companies_list,production_countries_list,vote_average,keywords,made_profit
26390,Brooklyn's Finest,en,Crime,17000000,29536299,133.0,2009,Nu Image Films,United States of America,6.2,"male nudity, female nudity, tattoo, gambling, corruption, father son relationship, prostitute, robbery, detective, police brutality, wife husband relationship, card game, desperation, undercover, kidnapping, drug dealer, retirement, death of a friend, asthma, police, fellatio, blood splatter, revenge, deception, murder, betrayal, priest, breast, bag of money, shootout, blood on shirt, shot in the back, undercover cop, blood, suicidal, f word, shot to death, punched in the face, redemption, police officer killed, hospital, dirty cop, police corruption, pistol, new york city, church, violence, strangulation, foot chase, police detective, father daughter relationship, police station, held at gunpoint, catholic, guilt, brooklyn new york city, narcotics cop, nypd, missing person, racial slur, swat team, ensemble cast, pregnant wife, confessional, drive by shooting, shot in the shoulder, gun in mouth, police raid, reference to god, razor blade, shot through a door, stealing money, police officer shot, expecting twins, lens flare, flashback, money problems, family man, neo-noir, bmw, apathy, confession booth, thoughts of retirement, hail mary, working in the nude, drug raid, ironing money, bedtime prayer, briefing, shot point blank, reference to gregory hines, police badge, sex slave, trail of blood, gold watch, man slaps a woman, mold",1
27759,55 Days at Peking,en,Action,17000000,10000000,154.0,1963,Allied Artists Pictures,United States of America,6.3,"siege, epic, beijing",0
109428,Evil Dead,en,Horror,17000000,97542952,91.0,2013,TriStar Pictures,United States of America,6.4,"remake, demon, necronomicon, duringcreditsstinger",1
23049,My Life in Ruins,en,Comedy,17000000,20455276,95.0,2009,Fox Searchlight Pictures,Greece,5.6,"beach, greece, tour bus, tour guide, viagra, hospital",1
9310,American Dreamz,en,Comedy,17000000,7314027,107.0,2006,Universal Pictures,United States of America,4.9,"usa president, moderator, musical, music, castingshow, image campaign, sleeper agent",0
11411,Superman IV: The Quest for Peace,en,Action,17000000,19300000,90.0,1987,Cannon Films,United Kingdom,4.1,"saving the world, dc comics, mountains, nuclear missile, u.s. army, alter ego, sequel, superhero, laboratory, convertible, catholic school, newspaper editor, nuclear weapons, disarmament, volcanic eruption, great wall of china, super powers, superhuman strength",1
7304,Running Scared,en,Action,17000000,9500000,122.0,2006,International Production Company,Germany,7.0,"ice hockey, racism, pedophile, throat slitting, shot in the stomach, head blown off, police investigation, pistol whip, shot in the shoulder, child uses gun, ankle holster, breaking finger",0
1491,The Illusionist,en,Fantasy,40000000,86915017,110.0,2006,Michael London Productions,Czech Republic,7.1,"magic, princess, love, rivalry, vienna austria, crown prince, duchess, supernatural power, childhood sweetheart, vienna",1
2989,Roar,en,Adventure,17000000,2000000,102.0,1981,American Filmworks,United States of America,5.6,"africa, lion, elephant, vegetarian, leopard, tiger, zebra, wildlife, independent film, jungle, blood, exploitation film, animal attack, wildlife reserve, wildlife conservation",0
10629,Veronica Guerin,en,Drama,17000000,1569918,98.0,2003,Jerry Bruckheimer Films,Ireland,6.8,"journalism, police, drug scene, murder, drug lord",0
255343,Escobar: Paradise Lost,en,Thriller,17000000,3758328,120.0,2014,Nexus Factory,Belgium,6.1,"surfer, murder, murderer, columbia, telephone conversation",0
4723,Southland Tales,en,Action,17000000,374743,144.0,2006,Universal Pictures,Germany,5.2,"suicide, brother brother relationship, spy, prophecy, middle east, screenwriter, terrorist, wife husband relationship, nevada, amnesia, allegory, mass murder, kidnapping, blackmail, riot, evacuation, afghanistan, time travel, undercover agent, marxism, politics, politician, smuggling, twin brother, movie in movie, murder, surrealism, balloon, interracial relationship, anti conformity, end of the world, conspiracy, metaphysics, memory, search, dirty cop, apocalypse, los angeles, terrorism, paradox, cult film, doomsday, near future, alternate reality, split personality, big corporation, mother son relationship, no opening credits, north korea, doppelganger, government corruption, southern california, alternate timeline, karma, environmental issue, world war iii, mysterious past, absurdism, fourth dimension, santa monica california",0
25763,Damnation Alley,en,Action,17000000,8720000,91.0,1977,Twentieth Century Fox Film Corporation,United States of America,5.0,"based on novel, future, post-apocalyptic, war, cockroach, motorcycle, scorpion, post nuclear, battle for survival",0
79694,The Apparition,en,Horror,17000000,9627492,82.0,2012,StudioCanal,United States of America,4.5,"experiment, supernatural, paranormal, haunting, disappearance, fear, ghost",0
18615,Fur: An Imaginary Portrait of Diane Arbus,en,Drama,16800000,2281089,122.0,2006,River Road Entertainment,United States of America,5.8,"photographer, biography, hair, werewolf, hypertrichosis, freak",0
10673,Wall Street,en,Crime,15000000,43848069,126.0,1987,Twentieth Century Fox Film Corporation,United States of America,7.0,"power, fraud, broker, wall street, finances, lawyer, union, millionaire, stock broker",1
4584,Sense and Sensibility,en,Drama,16500000,135000000,136.0,1995,Columbia Pictures Corporation,United Kingdom,7.2,"bowling, based on novel, servant, country life, jane austen, inheritance, military officer, period drama, rainstorm, horse and carriage, decorum",1
2977,Becoming Jane,en,Drama,16500000,37311672,120.0,2007,Ecosse Films,United Kingdom,6.9,"england, judge, irland, new love, empowerment, country life, future, letter, law, lovers, creativity, sister, author, family",1
10760,Sydney White,en,Comedy,16500000,13620075,108.0,2007,Morgan Creek Productions,United States of America,6.0,"college, romance, sorority, student, snow white, young adult, modern fairy tale",0
11093,House of Sand and Fog,en,Drama,16500000,16942795,126.0,2003,DreamWorks SKG,United States of America,7.0,"san francisco, immigrant, house, intimidation, iranian",1
207,Dead Poets Society,en,Drama,16400000,235860116,129.0,1989,Touchstone Pictures,United States of America,8.1,"individual, philosophy, poetry, shakespeare, professor, literature, friendship, filmes focados em um professor",1
8467,Dumb and Dumber,en,Comedy,16000000,247275374,107.0,1994,New Line Cinema,United States of America,6.5,"gas station, motel, utah, stupidity, pill, prank, cigar smoking, violence, criminal, fired from the job, clumsiness, stepmother stepdaughter relationship, sitting on a toilet, aspen colorado, parakeet, defecation, scooter, hotel suite, endangered species, foolish, laxative",1
639,When Harry Met Sally...,en,Comedy,16000000,92823546,96.0,1989,Castle Rock Entertainment,United States of America,7.3,"new york, wife husband relationship, restaurant, platonic love, orgasm, friendship, male female relationship",1
24226,The Verdict,en,Drama,16000000,53977250,129.0,1982,Twentieth Century Fox Film Corporation,United States of America,7.4,"boston, court, malpractice, alcoholic, courtroom, defense attorney",1
9285,Road Trip,en,Comedy,16000000,119754278,93.0,2000,DreamWorks SKG,United States of America,5.9,"female nudity, sex, sexism, sperm bank, erection, blonde, road trip, sorority, politically incorrect, pot smoking, teen movie, teen sex comedy, cross country, political, stoner, sperm donor, school bus, losing money, male virgin, horniness, dorm room, sex tape, young adult",1
74643,The Artist,en,Drama,15000000,133432856,100.0,2011,France 3 Cinéma,Belgium,7.3,"film producer, film history, movie studio, hollywood, dog, mustache, hollywoodland, silent film, marquee, terrier, movie star, flapper, silent film star",1
13788,The Unborn,en,Horror,16000000,76514050,87.0,2009,Rogue Pictures,United States of America,4.8,,1
83666,Moonrise Kingdom,en,Comedy,16000000,68263166,94.0,2012,Scott Rudin Productions,United States of America,7.6,"new england, first love, eye patch, search party, devastation, pen pal, handkerchief, child smoking, small town sheriff, the color red, the color blue, boy scouts, sand dancing, meet cute, boy scouts leader, pipe smoking, duringcreditsstinger",1
318850,The Young Messiah,en,Drama,18500000,6490401,120.0,2016,Focus Features,United States of America,6.4,"egypt, jesus christ, gospel, christian, journey, biblical",0
1417,El laberinto del fauno,es,Fantasy,19000000,83258226,118.0,2006,Estudios Picasso,Spain,7.6,"spain, resistance, servant, anti hero, fairy, fairy tale, franco regime, army, princess, love, woods, king, hiding, labyrinth, mythological",1
16161,Baby Boy,en,Crime,16000000,29381649,130.0,2001,Columbia Pictures,United States of America,7.4,"single parent, intolerance, condom, bootlegger, fistfight, step father, womanizer, thief, domestic violence, gunfight, los angeles, physical abuse, ex-con, selfishness, passive aggression, fatherhood, convicted felon, south central l.a.",1
49950,The Roommate,en,Thriller,16000000,40492759,91.0,2011,Vertigo Entertainment,United States of America,5.3,"jealousy, roommate, obsession, campus, love, murder, freshman, student, los angeles, medication, violence, boyfriend, design, resentment",1
10956,Joe Dirt,en,Mystery,17700000,30987695,91.0,2001,Columbia Pictures,United States of America,5.5,"parents kids relationship, loss of parents, looking for  birth parents, meteorite, janitor,  , woman director",1
9594,Double Impact,en,Thriller,15000000,30102717,110.0,1991,Stone Group Pictures,United States of America,5.3,"loss of parents, karate, fighter, revenge, hong kong, twins, hoodlum",1
4638,Hot Fuzz,en,Crime,12000000,80573774,121.0,2007,Universal Pictures,United Kingdom,7.4,"village, arrest, police, partner, murder, conspiracy, gunfight, police force, cowboy costume, accident",1
13972,The Women,en,Comedy,16000000,50007546,114.0,2008,New Line Cinema,United States of America,4.6,"beauty salon, divorce, woman director",1
5038,Vicky Cristina Barcelona,en,Drama,15000000,96408652,96.0,2008,The Weinstein Company,United States of America,6.7,"barcelona spain, menage a trois, author",1
10571,Boys and Girls,en,Comedy,16000000,20627372,94.0,2000,Punch 21 Productions,United States of America,5.4,"soulmates, new love, platonic love, lovers, girlfriend, model student, friendship, motherly love, student movie, student, university, relationship",1
19994,Jennifer's Body,en,Comedy,16000000,31556061,100.0,2009,Dune Entertainment,United States of America,5.3,"bloodthirstiness, high school, sexual murder, horror, gore, slumber party, demon, succubus, candlelight vigil, duringcreditsstinger, woman director",1
25166,Drowning Mona,en,Comedy,16000000,15427192,96.0,2000,Code Entertainment,United States of America,5.4,"suspicion, suspect, investigation, remake, murder, death, accident, dysfunctional",0
12120,My Stepmother is an Alien,en,Comedy,20000000,13854000,108.0,1988,Weintraub Entertainment Group,United States of America,5.3,"alien, spoof, sneeze, levitation, message",0
9800,Philadelphia,en,Drama,26000000,206678440,125.0,1993,TriStar Pictures,United States of America,7.6,"gay, aids, homophobia, jurors, court, partner, hiv, lawyer, dying, discrimination, judiciary",1
1090,The Thirteenth Floor,en,Thriller,16000000,18564088,100.0,1999,Columbia Pictures,United States of America,6.8,"artificial intelligence, simulation, computer program, virtual reality, dystopia, murder, los angeles",1
18475,The Cookout,en,Comedy,16000000,12,97.0,2004,Cookout Productions,United States of America,4.6,comedy,0
9781,Detroit Rock City,en,Comedy,6500000,4217115,95.0,1999,New Line Cinema,United States of America,6.7,"parents kids relationship, kiss, independent film, youth, drug, detroit",0
8009,Highlander,en,Adventure,16000000,5900000,116.0,1986,Davis-Panzer Productions,United Kingdom,6.8,"new york, scotland, swordplay, sword, cut-off head, immortality",0
3877,Things We Lost in the Fire,en,Drama,16000000,2849142,113.0,2007,DreamWorks SKG,United States of America,6.7,"sadness, loss of father, junkie, luxury, heroin, beauty, charity, funeral, widow, loss of husband, ersatz, best friend, woman director",0
8854,Steel,en,Science Fiction,16000000,1686429,97.0,1997,Quincy Jones-David Salzman Entertainment,United States of America,4.3,"dc comics, los angeles, soldier, military",0
152599,The Immigrant,en,Drama,16000000,5867686,117.0,2013,Kingsgate Films,United States of America,6.2,"new york, corruption, sister sister relationship, magic, immigrant, nudity, nightmare, ship, quarantine, love, murder, money, escape, doctor, prostitution, poland, illness",0
68727,Trance,en,Thriller,20000000,24261569,101.0,2013,Cloud Eight Films,United Kingdom,6.5,"amnesia, art thief, hypnotism, heist movie, duringcreditsstinger",1
12657,Soul Plane,en,Romance,16000000,14822346,86.0,2004,Metro-Goldwyn-Mayer (MGM),United States of America,4.7,"black people, hip-hop, nightclub, airplane, chaos, champagne",0
8265,Bienvenue chez les ch'tis,fr,Comedy,11000000,53191886,106.0,2008,Centre National de la Cinématographie,France,6.8,"clock tower, jealousy, cheating, provence, lie, southern france, postman, flush, mama's boy, bias, local speciality, job transfer, northern france, disabled, dialect",1
34647,Enter the Void,en,Fantasy,13000000,754249,161.0,2009,BIM Distribuzione,Canada,7.2,"prostitute, hallucination, strip club, afterlife, surrealism, drug trip, unsimulated sex, incest, drug deal, psychedelic, dmt, new french extremism, drugs",0
